,university_name,score_cwur,score_shanghai,score_times,mean_score
457,Royal Institute of Technology,0.6439979866379033,,0.9264189287825275,0.7852084577102154
481,Seoul National University,1.8144593158216877,,-0.2894026916673417,0.762528312077173
766,University of Minnesota Twin Cities,1.1247616389636679,0.3771252596837369,,0.7509434493237024
1008,Yonsei University,0.7379105997266282,,,0.7379105997266282
584,University of Alberta,0.3372742227884905,,1.089099286448355,0.7131867546184227
984,Weizmann Institute of Science,2.1091209091826415,-0.7367733449321912,,0.6861737821252252
636,University of California Santa Cruz,0.35105956048958864,-0.7482856073663675,2.446195954344865,0.6829899691560287
420,Peking University,1.3918525569224267,,-0.1566897683083773,0.6175813943070247
885,University of Sussex,0.10378506547615733,,1.0848182244045177,0.5943016449403375
597,University of Barcelona,0.5647322948565955,,,0.5647322948565955
27,Baylor College of Medicine,0.5526701243681342,,,0.5526701243681342
270,Korea University,0.5363000358480815,,,0.5363000358480815
362,National Taiwan University,1.293632025802108,,-0.27227844349199176,0.510676791155058
654,University of Colorado Denver,0.5052830260206128,,,0.5052830260206128
642,University of Cape Town,-0.003912885313664507,,1.012040169659279,0.5040636421728072
959,University of the Witwatersrand,0.49494402274479077,,,0.49494402274479077
888,University of So Paulo,0.4932208555321527,,,0.4932208555321527
58,Carnegie Mellon University,1.0187868553864827,-0.3296578824872219,0.7808628192920505,0.4899972640637705
690,University of Glasgow,0.48977452110687913,,,0.48977452110687913
373,National University of Singapore,0.6922466685917437,,0.2328868776808412,0.46256677313629246
299,Ludwig Maximilian University of Munich,0.4548803850509768,,,0.4548803850509768
635,University of California Santa Barbara,1.0941754209393582,0.11827378313346515,0.14726563680408983,0.45323828029230445
902,University of Texas at Dallas,0.44066425554671973,,,0.44066425554671973
988,Western University The University of Western Ontario,0.43807950472776513,,,0.43807950472776513
76,Chinese University of Hong Kong,0.1270478228467585,,0.7380521988536748,0.43255001085021666
682,University of Florida,0.8555167619891132,-0.41129028883865454,0.8493598119934513,0.4311954283813033
801,University of North Carolina at Chapel Hill,1.453886576577364,-0.10918061405087136,-0.05822534130011335,0.4288268737421265
10,Albert Ludwig University of Freiburg,0.4260173342393038,,,0.4260173342393038
421,Pennsylvania State University University Park,1.029987442268625,-0.19360387190149875,,0.41819178518356315
460,Ruprecht Karl University of Heidelberg,0.4083548703097732,,,0.4083548703097732
435,Purdue University West Lafayette,1.2277208799187382,-0.4140811403378493,,0.4068198697904445
474,Sapienza University of Rome,0.40361616047502163,,,0.40361616047502163
982,Washington University in St Louis,1.0239563570243957,0.3422396159438087,-0.1566897683083773,0.4031687348866091
41,Boston College,-0.1460741803562286,,0.943543176957878,0.39873449830082475
963,Universit libre de Bruxelles,0.3855229047423309,,,0.3855229047423309
205,Icahn School of Medicine at Mount Sinai,0.37949181949810146,,,0.37949181949810146
677,University of Essex,-0.34768474423477536,,1.0848182244045177,0.36856674008487117
507,Southern Methodist University,0.3682912326159604,,,0.3682912326159604
581,University of Alabama at Birmingham,0.36742964900964137,,,0.36742964900964137
911,University of Trento,-0.3425152425968637,0.5710894388777422,0.8707651222126392,0.3664464394978393
216,Indiana UniversityPurdue University Indianapolis,0.3407205572137654,,,0.3407205572137654
1017,cole Polytechnique,1.1045144242151814,,-0.426396677070144,0.33905887357251874
618,University of British Columbia,0.7801281964362392,0.04710706990401066,0.1729520090671156,0.33339575846912184
587,University of Almera,-0.4269504360160844,,1.089099286448355,0.33107442521613534
400,Ohio State University Columbus,1.0571273258676588,-0.40291773434107214,,0.3271047957632933
650,University of Cincinnati,0.32348888508739365,,,0.32348888508739365
445,Radboud University Nijmegen,0.49494402274479077,,0.13870351271641518,0.31682376773060295
626,University of Calgary,0.31573463263052615,,,0.31573463263052615
729,University of Lausanne,0.20459034741543072,,0.41269148352201923,0.30864091546872496
314,McGill University,1.3164639913695515,-0.40012688284187764,0.005990589357450185,0.30744256596170805
167,Goethe University Frankfurt,0.3045340457483851,,,0.3045340457483851
950,University of York,-0.14865893117518442,,0.7423332608975122,0.29683716486116385
699,University of Hamburg,0.2967797932915176,,,0.2967797932915176
406,Oregon Health  Science University,0.29591820968519983,,,0.29591820968519983
706,University of Houston,0.28730237362201333,,,0.28730237362201333
866,University of Sheffield,0.2769633703461913,-0.5706678440962156,1.1490341550620813,0.2851098937706857
820,University of Padua,0.2726554523145974,,,0.2726554523145974
763,University of Milan,0.2709322851019606,,,0.2709322851019606
561,Tsinghua University,0.9826003439211037,,-0.4435209252454945,0.2695397093378046
751,University of Maryland Baltimore,0.26231644903877416,,,0.26231644903877416
796,University of New Mexico,0.2502542785503153,,,0.2502542785503153
874,University of South Florida  Tampa,0.2502542785503153,,,0.2502542785503153
180,Hanyang University,0.2433616096997668,,,0.2433616096997668
192,Hokkaido University,0.23646894084921838,,,0.23646894084921838
485,Shanghai Jiao Tong University,0.22182201954180245,,,0.22182201954180245
410,Osaka University,1.4986889241059296,-0.5354831805528018,-0.29796481575501693,0.22174697593270362
758,University of Melbourne,0.8068372882321152,-0.14581053997779606,-0.011133658817899725,0.2166310298121398
757,University of Massachusetts Medical School,0.2157909342975718,,,0.2157909342975718
897,University of Texas MD Anderson Cancer Center,0.21062143265966016,,,0.21062143265966016
282,Lancaster University,-0.25808004917764427,,0.6781173302399486,0.21001864053115216
983,Wayne State University,0.2011440129901571,,,0.2011440129901571
806,University of Notre Dame,1.1299311406015806,,-0.7474763303579617,0.19122740512180947
769,University of MissouriColumbia,0.189943426108016,,,0.189943426108016
691,University of Gothenburg,0.18735867528905897,,,0.18735867528905897
109,Dartmouth College,0.951152542290475,,-0.5890770347359715,0.18103775377725173
652,University of Cologne,0.17960442283219274,,,0.17960442283219274
