,university_name,score_cwur,score_shanghai,score_times,mean_score
379,New York University,3.37780276948674,0.33456477432102477,-0.3322133121057177,1.1267180772340157
118,Duke University,2.3430408582981324,0.20827874398248156,0.7723006952043753,1.1078734324949964
452,Rockefeller University,1.9872068288885616,0.22851241735164096,,1.1078596231201012
909,University of Toronto,1.8799396699018986,0.5710894388777422,0.8707651222126392,1.1072647436640934
823,University of ParisSud,1.1036528406088635,,,1.1036528406088635
713,University of Illinois at UrbanaChampaign,2.298238510769567,0.5689963002533456,0.19435731928630345,1.020530710103072
255,Katholieke Universiteit Leuven,0.8912724816513347,,,0.8912724816513347
394,Northwestern University,2.431783969748946,,-0.6918225237880734,0.8699807229804362
530,Technical University of Denmark,0.22699152117971286,,1.4401463740430358,0.8335689476113743
901,University of Texas at Austin,2.1879558091607905,0.03315281240803872,0.22432475359316656,0.8151444583873321
278,Kyushu University,0.7887440324994245,,,0.7887440324994245
